formatted_date,high,low,open,close,volume,adjclose,rsi,d_return,volume_change,r_lag1,r_lag2,r_lag3,r_lag4,r_lag5,v_lag1,v_lag2,v_lag3,v_lag4,v_lag5,trend,macd,macd_signal,macd_diff,stoch,momentum,ema_10,sma_10,bb_high,bb_low,bb_mid,atr,returns,close_position,price_range,atr_pct,bb_width,bb_position,ema_sma_ratio,macd_cross,rsi_overbought,rsi_oversold,volume_zscore,volatility_10d,trend_3d,trend_5d
2017-03-01,2400.97998046875,2380.1298828125,2380.1298828125,2395.9599609375,4347630000,2395.9599609375,83.46754492884673,0.0136738546598662,0.03208813852238368,-0.0025783763780462543,0.0010179830611165563,0.0014933641914423035,0.0004189867216857,-0.001082200145408,0.175128602832052,-0.06464078738965817,-0.0470837467085387,0.1579536849621527,-0.0318743867630005,0,24.516986705321415,21.429525186186396,3.0874615191350188,95.19016418751856,3.448031601141213,2361.700437712159,2363.6329833984373,2401.9384877556713,2264.4875376349537,2333.2130126953125,14.775578857637154,0.013673854659866258,0.7592328048159315,0.008702189517425405,0.006166872192576016,0.0589105878343599,0.9565042888835829,0.9991823833476469,0,1,0,2.306599265789445,0.0047352786161559525,0.01211346134293656,0.014025812256064585
2017-03-02,2394.75,2380.169921875,2394.75,2381.919921875,3824030000,2381.919921875,72.88706414414445,-0.0058598805035984,-0.12043343154776276,0.013673854659866258,-0.0025783763780462543,0.0010179830611165563,0.0014933641914423,0.0004189867216857,0.03208813852238368,0.175128602832052,-0.0646407873896581,-0.0470837467085387,0.1579536849621527,1,24.688792835155255,22.08137871598017,2.607414119175086,78.79385464541434,2.305161467840653,2365.376707559948,2366.8999755859377,2405.539577852209,2271.1234348431035,2338.331506347656,14.848040300841642,-0.005859880503598425,0.12002679168634244,0.006121145379865135,0.006233643778060904,0.05748378390495982,0.8242796181375841,0.9993564290664155,0,1,0,0.5189453398445136,0.005304790962213541,0.005235597778221579,0.007746945030780439
2017-03-03,2383.889892578125,2375.389892578125,2380.919921875,2383.1201171875,3556670000,2383.1201171875,73.1998116842208,0.00050387727206,-0.06991576948925615,-0.005859880503598425,0.013673854659866258,-0.0025783763780462543,0.0010179830611165,0.0014933641914423,-0.12043343154776276,0.03208813852238368,0.175128602832052,-0.0646407873896581,-0.0470837467085387,0,24.637787089040103,22.592660390592158,2.0451266984479446,77.55172181000252,1.948170224783409,2368.6027820376844,2370.489990234375,2407.886568211388,2279.0034464370497,2343.4450073242188,14.394608850781525,0.0005038772720600271,0.9094381892312425,0.0035667526528322564,0.006040236388824433,0.054997288765672336,0.807837902405411,0.9992038742177928,0,1,0,-0.37283055811009375,0.005257498754989443,0.00831785142832786,0.0067574581113981624
2017-03-06,2378.800048828125,2367.97998046875,2375.22998046875,2375.31005859375,3251800000,2375.31005859375,67.72518388977988,-0.0032772408480052,-0.0857178203206932,0.0005038772720600271,-0.005859880503598425,0.013673854659866258,-0.0025783763780462,0.0010179830611165,-0.06991576948925615,-0.12043343154776276,0.0320881385223836,0.175128602832052,-0.0646407873896581,0,23.69402820253663,22.812933952981055,0.8810942495555736,67.42811471905726,1.1092926931467488,2369.82228686606,2372.9050048828126,2409.560576799382,2285.1184515209306,2347.3395141601563,14.447860841350701,-0.0032772408480052917,0.6774521085138463,0.004555223567644987,0.006082515749500996,0.053014114288840716,0.7247674922803036,0.9987008674972627,0,0,0,-1.313443189455143,0.0054713115119498215,-0.00863324407954369,0.0024622342022763144
2017-03-07,2375.1201171875,2365.510009765625,2370.739990234375,2368.389892578125,3526300000,2368.389892578125,63.2138615439873,-0.0029133737680216,0.08441478565717442,-0.0032772408480052917,0.0005038772720600271,-0.005859880503598425,0.0136738546598662,-0.0025783763780462,-0.0857178203206932,-0.06991576948925615,-0.1204334315477627,0.0320881385223836,0.175128602832052,0,22.13256251867324,22.676859666119494,-0.5442971474462546,50.74788216889519,0.9019146965019393,2369.5618515409806,2373.206005859375,2408.5977347954386,2293.6642769233113,2351.131005859375,14.115874268977437,-0.0029133737680216987,0.29967228104495447,0.004057654295851517,0.005960114216500712,0.04888432740908388,0.650164164879663,0.9984644593388033,-1,0,0,-0.5097588377686045,0.005290037239601729,-0.005686737343966963,0.00212723681230087
2017-03-08,2373.090087890625,2361.010009765625,2369.81005859375,2362.97998046875,3814080000,2362.97998046875,59.85704710552467,-0.0022842151650487,0.08160961914754838,-0.0029133737680216987,-0.0032772408480052917,0.0005038772720600271,-0.0058598805035984,0.0136738546598662,0.08441478565717442,-0.0857178203206932,-0.0699157694892561,-0.1204334315477627,0.0320881385223836,1,20.225409093603048,22.186569551616206,-1.9611604580131576,38.8180910527433,0.5027334933067341,2368.365147709666,2373.2219970703127,2405.6912785027716,2303.560723450353,2354.6260009765624,13.970460258693334,-0.002284215165048731,0.16307599028561118,0.005112221950606003,0.005912221167407465,0.04337442762035977,0.5817970634480358,0.9979534787021019,0,0,0,0.47944155807587296,0.005334357040704765,-0.008474829781075721,-0.013830833012614119
2017-03-09,2369.080078125,2354.5400390625,2363.489990234375,2364.8701171875,3718450000,2364.8701171875,60.64340495215397,0.0007998953585612,-0.025072887826159906,-0.002284215165048731,-0.0029133737680216987,-0.0032772408480052917,0.00050387727206,-0.0058598805035984,0.08160961914754838,0.08441478565717442,-0.0857178203206932,-0.0699157694892561,-0.1204334315477627,1,18.65149171427629,21.479553984148225,-2.8280622698719355,41.189054212028914,-0.02155111019181727,2367.7296876147266,2373.3280029296875,2401.2686433276403,2315.0033781567345,2358.1360107421874,14.011144458965239,0.0007998953585612867,0.7104573845975211,0.006148345719631349,0.005924699355422754,0.036581971853149646,0.5780627803252345,0.997641153979118,0,0,0,0.1072832413366085,0.005338884663554265,-0.004397693574509143,-0.007171057150454407
2017-03-10,2376.860107421875,2363.0400390625,2372.52001953125,2372.60009765625,3434400000,2372.60009765625,63.76918803874287,0.0032686701956989,-0.07638935577996209,0.0007998953585612867,-0.002284215165048731,-0.0029133737680216987,-0.0032772408480052,0.00050387727206,-0.025072887826159906,0.08160961914754838,0.0844147856571744,-0.0857178203206932,-0.0699157694892561,1,17.82244956884324,20.748133101087227,-2.925683532243987,41.010260938403924,0.41391341760804357,2368.615216713185,2373.85400390625,2398.1832995033924,2324.561720027858,2361.372509765625,13.997496166137365,0.003268670195698986,0.6917519034247811,0.005824862088230206,0.005899644099297963,0.031177452592098844,0.6525040344143039,0.9977931299964352,0,0,0,-0.8771033510644604,0.005420820219951998,0.001784350389211542,-0.004406264226815448
2017-03-13,2374.419921875,2368.52001953125,2371.56005859375,2373.469970703125,3166650000,2373.469970703125,64.11458731629733,0.0003666328125562,-0.07796121593291405,0.003268670195698986,0.0007998953585612867,-0.002284215165048731,-0.0029133737680216,-0.0032772408480052,-0.07638935577996209,-0.025072887826159906,0.0816096191475483,0.0844147856571744,-0.0857178203206932,0,17.039201868110922,20.00634685449197,-2.9671449863810473,42.81835804686945,0.40865855842587295,2369.4978992568103,2374.2260009765623,2394.924430057942,2333.5575767779956,2364.241003417969,13.419096607395412,0.0003666328125562224,0.8389886616139826,0.002485770798271236,0.005653788239593543,0.025956259616174034,0.6503901013533248,0.9980085713328026,0,0,0,-1.6626305092125606,0.005414277639819901,0.004435198366816495,-0.0007623905662539343
2017-03-14,2368.550048828125,2358.179931640625,2368.550048828125,2365.449951171875,3173760000,2365.449951171875,58.570541251594165,-0.0033790271755046,0.002245274975131384,0.0003666328125562224,0.003268670195698986,0.0007998953585612867,-0.0022842151650487,-0.0029133737680216,-0.07796121593291405,-0.07638935577996209,-0.0250728878261599,0.0816096191475483,0.0844147856571744,1,15.591593685635871,19.123396220720753,-3.531802535084882,26.148139126551573,-0.07984221314117025,2368.761908695913,2374.4070068359374,2391.963254401711,2340.238747551414,2366.1010009765623,13.552735354188597,-0.0033790271755046453,0.7010547131822319,0.00438399349026942,0.005729453437587493,0.021860650424021175,0.48741312687506094,0.9976225229605666,0,0,0,-1.5452379372684084,0.005465116784540695,0.0002562758327505632,-0.001228043973736881
2017-03-15,2390.010009765625,2368.93994140625,2370.340087890625,2385.260009765625,3909490000,2385.260009765625,66.31805214566178,0.0083747527965813,0.23181652046783618,-0.0033790271755046453,0.0003666328125562224,0.003268670195698986,0.0007998953585612,-0.0022842151650487,0.002245274975131384,-0.07796121593291405,-0.076389355779962,-0.0250728878261599,0.0816096191475483,0,15.860035325812078,18.470724041739018,-2.6106887159269405,67.32484852175502,0.6544998318651757,2371.7615634358604,2373.33701171875,2392.0826099146984,2344.8873852024894,2368.484997558594,14.338972728442982,0.008374752796581397,0.7745617185593479,0.00883344720202495,0.006011492529003543,0.01992633466576201,0.8554387611981449,0.9993361885496623,0,0,0,0.7630132794312212,0.00408404253972061,0.005362358433632974,0.009430923987893247
2017-03-16,2388.10009765625,2377.179931640625,2387.7099609375,2381.3798828125,3368880000,2381.3798828125,63.80137317173375,-0.0016267102694209,-0.13828146382264694,0.008374752796581397,-0.0033790271755046453,0.0003666328125562224,0.0032686701956989,0.0007998953585612,0.23181652046783618,0.002245274975131384,-0.077961215932914,-0.076389355779962,-0.0250728878261599,0,15.580085910021808,17.892596415395577,-2.312510505373769,57.794740771115244,0.7505369278153966,2373.5103487770675,2373.2830078125,2392.581102681625,2347.6018807168125,2370.0914916992188,14.094772248955982,-0.0016267102694209612,0.38460506602930217,0.0045856463701722736,0.005918741629875365,0.01897784204631949,0.7509690167909364,1.0000957917630637,0,0,0,-0.8815247478788882,0.003656892392616223,0.003369015351655791,0.007004318359910999
2017-03-17,2385.7099609375,2377.639892578125,2383.7099609375,2378.25,5179820000,2378.25,61.76523619650887,-0.0013143147950017,0.5375495713709006,-0.0016267102694209612,0.008374752796581397,-0.0033790271755046453,0.0003666328125562,0.0032686701956989,-0.13828146382264694,0.23181652046783618,0.0022452749751313,-0.077961215932914,-0.076389355779962,0,14.933524224174562,17.300781977151374,-2.367257752976812,51.05510519509195,-0.7391593025857737,2374.3721035448734,2372.79599609375,2391.7637518963306,2351.522234431794,2371.6429931640623,13.664436256843056,-0.0013143147950017697,0.07560127060022197,0.0033932800838312235,0.005745584466240854,0.01696778038706093,0.6641838392673938,1.0006642406059,0,0,0,3.1101002549915857,0.0036732981539015887,0.005433727732158666,0.0024213333692102434
2017-03-20,2379.550048828125,2369.659912109375,2378.239990234375,2373.469970703125,3061560000,2373.469970703125,58.684951358735844,-0.0020098935338483,-0.40894471236452234,-0.0013143147950017697,-0.0016267102694209612,0.008374752796581397,-0.0033790271755046,0.0003666328125562,0.5375495713709006,-0.13828146382264694,0.2318165204678361,0.0022452749751313,-0.077961215932914,0,13.875463310165742,16.615718243754248,-2.7402549335885062,40.762178132458544,-0.3547537889192919,2374.208079391828,2372.6119873046873,2390.5524218074493,2354.964570380051,2372.75849609375,13.394843432693552,-0.0020098935338483948,0.3852382127480144,0.0041669525381928234,0.0056435697936046665,0.014998513960005247,0.5199920641544289,1.0006727151741122,0,0,0,-1.3102042067365478,0.0035758439691513867,-0.004950918598271126,4.480702280562632e-05
2017-03-21,2381.929931640625,2341.89990234375,2379.320068359375,2344.02001953125,4278890000,2344.02001953125,44.09447044377925,-0.0124079729406268,0.39761755444936564,-0.0020098935338483948,-0.0013143147950017697,-0.0016267102694209612,0.0083747527965813,-0.0033790271755046,-0.40894471236452234,0.5375495713709006,-0.1382814638226469,0.2318165204678361,0.0022452749751313,1,10.53908941442296,15.400392477887992,-4.861303063465032,4.011567208995076,-1.640710318135159,2368.719341235359,2370.175,2393.2857008900337,2350.0953049693417,2371.6905029296877,15.297356708706513,-0.012407972940626899,0.05296316851840393,0.01707751169499952,0.006526120332265381,0.018210806117966,-0.1406628790601201,0.9993858433383018,0,0,0,1.0740641825593829,0.005272281939436303,-0.015732181269477064,-0.008984138742316627
2017-03-22,2351.81005859375,2336.449951171875,2343.0,2348.449951171875,3575160000,2348.449951171875,46.25891476801363,0.0018898864360001,-0.1644655506451439,-0.012407972940626899,-0.0020098935338483948,-0.0013143147950017697,-0.0016267102694209,0.0083747527965813,0.39761755444936564,-0.40894471236452234,0.5375495713709006,-0.1382814638226469,0.2318165204678361,0,8.158402539637791,13.951994490237954,-5.793591950600163,22.40475517590322,-1.1308042638347995,2365.0339975874526,2368.7219970703127,2394.5638452296876,2347.380148910938,2370.9719970703127,15.301838902504262,0.0018898864360001877,0.7812445362282449,0.006540530026711353,0.006515718546551158,0.01990057089541011,0.02267313382333308,0.9984430424978449,0,0,0,-0.3319935407082469,0.0053261375278313774,-0.012527980038475106,-0.015469005102897837
2017-03-23,2358.919921875,2342.1298828125,2345.969970703125,2345.9599609375,3262400000,2345.9599609375,45.19963212506276,-0.0010602696613281,-0.08748139943387145,0.0018898864360001877,-0.012407972940626899,-0.0020098935338483948,-0.0013143147950017,-0.0016267102694209,-0.1644655506451439,0.39761755444936564,-0.4089447123645223,0.5375495713709006,-0.1382814638226469,0,6.001587077282238,12.361913007646812,-6.360325930364574,17.75578670993974,-0.9470540180446709,2361.5659909238248,2366.8309814453123,2395.9300387477765,2344.2289456272233,2370.0794921875,15.408138913932529,-0.001060269661328106,0.2281160937455016,0.00715700154395779,0.00656794624396254,0.021814075557783547,0.03348121298338781,0.997775510560847,0,0,0,-0.8679350729947772,0.00530410345354162,-0.011578356165954817,-0.014902564494804982
